VMS_4502184_20160103093600_m5p7614_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7614,134.2444,20160103093600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160103103600_m5p7611_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7611,134.2444,20160103103600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160103113600_m5p7611_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7611,134.2444,20160103113600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160103123600_m5p7608_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7608,134.2444,20160103123600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160103133600_m5p7606_134p2439,4502184,LAUTAN SAMUDERA VI,-5.7606,134.2439,20160103133600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160103143600_m5p7606_134p2439,4502184,LAUTAN SAMUDERA VI,-5.7606,134.2439,20160103143600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160103153600_m5p7606_134p2439,4502184,LAUTAN SAMUDERA VI,-5.7606,134.2439,20160103153600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160103163600_m5p7606_134p2436,4502184,LAUTAN SAMUDERA VI,-5.7606,134.2436,20160103163600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
PRD_4502184_20160103170850_m5p7606_134p24376,4502184,LAUTAN SAMUDERA VI,-5.7606,134.24376,20160103170850,0,90,88,24.83,7.51,Pancing Ulur,Null,Null,Null,Null,Null,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160103173600_m5p7606_134p2439,4502184,LAUTAN SAMUDERA VI,-5.7606,134.2439,20160103173600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160103183600_m5p7606_134p2442,4502184,LAUTAN SAMUDERA VI,-5.7606,134.2442,20160103183600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160103193600_m5p7611_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7611,134.2444,20160103193600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160103203600_m5p7611_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7611,134.2444,20160103203600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160103213600_m5p7608_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7608,134.2444,20160103213600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160103223600_m5p7608_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7608,134.2444,20160103223600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160103233600_m5p7606_134p2442,4502184,LAUTAN SAMUDERA VI,-5.7606,134.2442,20160103233600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104003600_m5p7606_134p2442,4502184,LAUTAN SAMUDERA VI,-5.7606,134.2442,20160104003600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104013600_m5p7606_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7606,134.2444,20160104013600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104023600_m5p7608_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7608,134.2444,20160104023600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104033600_m5p7614_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7614,134.2444,20160104033600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104043600_m5p7611_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7611,134.2444,20160104043600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104053600_m5p7614_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7614,134.2444,20160104053600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104063600_m5p7617_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7617,134.2444,20160104063600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104073600_m5p7617_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7617,134.2444,20160104073600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104083600_m5p7617_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7617,134.2444,20160104083600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104093600_m5p7617_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7617,134.2444,20160104093600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104103600_m5p7617_134p2442,4502184,LAUTAN SAMUDERA VI,-5.7617,134.2442,20160104103600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
