id_key,transmitter_no,vessel_name,latitude,longitude,reportdate,speed,heading,gross_tonnage,length,width,registered_gear_type,begin_date,end_date,registered_fishing_region,status,locale,vbd_id_key,vbd_dist,vbd_dtime,segment,velocity,heading_change,distance,time_elapsed,geom
VMS_74067_20140203125400_m6p046_99p811,74067,74067,-6.046,99.811,2014-02-03 12:54:00,0,78,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000096438B6CE7F35840C976BE9F1A2F18C0
VMS_74067_20140203130000_m6p045_99p811,74067,74067,-6.045,99.811,2014-02-03 13:00:00,0,263,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000096438B6CE7F35840AE47E17A142E18C0
VMS_74067_20140203133100_m6p045_99p811,74067,74067,-6.045,99.811,2014-02-03 13:31:00,0,163,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000096438B6CE7F35840AE47E17A142E18C0
VMS_74067_20140203140000_m6p045_99p811,74067,74067,-6.045,99.811,2014-02-03 14:00:00,0,56,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000096438B6CE7F35840AE47E17A142E18C0
VMS_74067_20140203141100_m6p045_99p811,74067,74067,-6.045,99.811,2014-02-03 14:11:00,0,207,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000096438B6CE7F35840AE47E17A142E18C0
VMS_74067_20140203142300_m6p045_99p811,74067,74067,-6.045,99.811,2014-02-03 14:23:00,0,0,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000096438B6CE7F35840AE47E17A142E18C0
VMS_74067_20140203143200_m6p045_99p811,74067,74067,-6.045,99.811,2014-02-03 14:32:00,0,170,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000096438B6CE7F35840AE47E17A142E18C0
VMS_74067_20140203150000_m6p045_99p811,74067,74067,-6.045,99.811,2014-02-03 15:00:00,0,36,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000096438B6CE7F35840AE47E17A142E18C0
VMS_74067_20140203150900_m6p045_99p811,74067,74067,-6.045,99.811,2014-02-03 15:09:00,0,7,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000096438B6CE7F35840AE47E17A142E18C0
VMS_74067_20140203155100_m6p045_99p812,74067,74067,-6.045,99.812,2014-02-03 15:51:00,0,30,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000008716D9CEF7F35840AE47E17A142E18C0
VMS_74067_20140203160000_m6p044_99p812,74067,74067,-6.044,99.812,2014-02-03 16:00:00,0,22,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000008716D9CEF7F35840931804560E2D18C0
VMS_74067_20140203160500_m6p045_99p812,74067,74067,-6.045,99.812,2014-02-03 16:05:00,0,196,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000008716D9CEF7F35840AE47E17A142E18C0
VMS_74067_20140203170000_m6p044_99p813,74067,74067,-6.044,99.813,2014-02-03 17:00:00,0,50,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000079E9263108F45840931804560E2D18C0
VMS_74067_20140203180000_m6p042_99p814,74067,74067,-6.042,99.814,2014-02-03 18:00:00,0,22,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F458405EBA490C022B18C0
VMS_74067_20140203181700_m6p042_99p814,74067,74067,-6.042,99.814,2014-02-03 18:17:00,0,182,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F458405EBA490C022B18C0
VMS_74067_20140203182600_m6p042_99p814,74067,74067,-6.042,99.814,2014-02-03 18:26:00,0,20,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F458405EBA490C022B18C0
PRD_74067_20140203185758_m6p04106_99p814,74067,74067,-6.04106,99.814,2014-02-03 18:57:58,1,0,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,Null,Null,Null,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840EEB1F4A10B2A18C0
VMS_74067_20140203190000_m6p041_99p814,74067,74067,-6.041,99.814,2014-02-03 19:00:00,0,24,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840448B6CE7FB2918C0
VMS_74067_20140203200000_m6p038_99p816,74067,74067,-6.038,99.816,2014-02-03 20:00:00,10,124,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840F4FDD478E92618C0
VMS_74067_20140203201100_m6p038_99p816,74067,74067,-6.038,99.816,2014-02-03 20:11:00,0,20,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840F4FDD478E92618C0
VMS_74067_20140203210000_m6p037_99p816,74067,74067,-6.037,99.816,2014-02-03 21:00:00,0,28,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840D9CEF753E32518C0
VMS_74067_20140203213900_m6p036_99p817,74067,74067,-6.036,99.817,2014-02-03 21:39:00,0,27,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000003F355EBA49F45840BE9F1A2FDD2418C0
VMS_74067_20140203214900_m6p035_99p817,74067,74067,-6.035,99.817,2014-02-03 21:49:00,0,11,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000003F355EBA49F45840A4703D0AD72318C0
VMS_74067_20140203220000_m6p035_99p817,74067,74067,-6.035,99.817,2014-02-03 22:00:00,0,3,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000003F355EBA49F45840A4703D0AD72318C0
VMS_74067_20140203220500_m6p035_99p817,74067,74067,-6.035,99.817,2014-02-03 22:05:00,0,69,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000003F355EBA49F45840A4703D0AD72318C0
VMS_74067_20140203230000_m6p035_99p817,74067,74067,-6.035,99.817,2014-02-03 23:00:00,0,12,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000003F355EBA49F45840A4703D0AD72318C0
VMS_74067_20140203232300_m6p035_99p817,74067,74067,-6.035,99.817,2014-02-03 23:23:00,0,40,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000003F355EBA49F45840A4703D0AD72318C0
VMS_74067_20140203233000_m6p036_99p817,74067,74067,-6.036,99.817,2014-02-03 23:30:00,0,25,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000003F355EBA49F45840BE9F1A2FDD2418C0
VMS_74067_20140203233900_m6p036_99p816,74067,74067,-6.036,99.816,2014-02-03 23:39:00,0,46,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840BE9F1A2FDD2418C0
VMS_74067_20140204000000_m6p037_99p816,74067,74067,-6.037,99.816,2014-02-04 00:00:01,0,221,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840D9CEF753E32518C0
VMS_74067_20140204010000_m6p037_99p816,74067,74067,-6.037,99.816,2014-02-04 01:00:00,0,183,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840D9CEF753E32518C0
VMS_74067_20140204011700_m6p037_99p816,74067,74067,-6.037,99.816,2014-02-04 01:17:00,0,2,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840D9CEF753E32518C0
VMS_74067_20140204013800_m6p037_99p816,74067,74067,-6.037,99.816,2014-02-04 01:38:00,0,191,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840D9CEF753E32518C0
VMS_74067_20140204020000_m6p037_99p816,74067,74067,-6.037,99.816,2014-02-04 02:00:00,0,44,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840D9CEF753E32518C0
VMS_74067_20140204022000_m6p037_99p816,74067,74067,-6.037,99.816,2014-02-04 02:20:00,0,32,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840D9CEF753E32518C0
VMS_74067_20140204030000_m6p038_99p815,74067,74067,-6.038,99.815,2014-02-04 03:00:00,0,194,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840F4FDD478E92618C0
VMS_74067_20140204030700_m6p038_99p815,74067,74067,-6.038,99.815,2014-02-04 03:07:00,0,36,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840F4FDD478E92618C0
VMS_74067_20140204031700_m6p038_99p815,74067,74067,-6.038,99.815,2014-02-04 03:17:00,0,154,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840F4FDD478E92618C0
VMS_74067_20140204032400_m6p038_99p815,74067,74067,-6.038,99.815,2014-02-04 03:24:00,0,198,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840F4FDD478E92618C0
VMS_74067_20140204035900_m6p038_99p815,74067,74067,-6.038,99.815,2014-02-04 03:59:00,0,50,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840F4FDD478E92618C0
VMS_74067_20140204040000_m6p038_99p815,74067,74067,-6.038,99.815,2014-02-04 04:00:00,0,50,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840F4FDD478E92618C0
VMS_74067_20140204050000_m6p038_99p815,74067,74067,-6.038,99.815,2014-02-04 05:00:00,0,191,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840F4FDD478E92618C0
VMS_74067_20140204052300_m6p038_99p815,74067,74067,-6.038,99.815,2014-02-04 05:23:00,0,1,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840F4FDD478E92618C0
VMS_74067_20140204060000_m6p038_99p815,74067,74067,-6.038,99.815,2014-02-04 06:00:00,0,325,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840F4FDD478E92618C0
VMS_74067_20140204070000_m6p038_99p815,74067,74067,-6.038,99.815,2014-02-04 07:00:00,20,29,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840F4FDD478E92618C0
VMS_74067_20140204070600_m6p038_99p815,74067,74067,-6.038,99.815,2014-02-04 07:06:00,0,20,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840F4FDD478E92618C0
VMS_74067_20140204080000_m6p038_99p814,74067,74067,-6.038,99.814,2014-02-04 08:00:00,0,134,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840F4FDD478E92618C0
VMS_74067_20140204084200_m6p037_99p814,74067,74067,-6.037,99.814,2014-02-04 08:42:00,0,69,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840D9CEF753E32518C0
VMS_74067_20140204085100_m6p037_99p814,74067,74067,-6.037,99.814,2014-02-04 08:51:00,0,128,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840D9CEF753E32518C0
VMS_74067_20140204090000_m6p037_99p814,74067,74067,-6.037,99.814,2014-02-04 09:00:00,0,165,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840D9CEF753E32518C0
VMS_74067_20140204100000_m6p036_99p814,74067,74067,-6.036,99.814,2014-02-04 10:00:00,0,173,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840BE9F1A2FDD2418C0
VMS_74067_20140204102000_m6p036_99p814,74067,74067,-6.036,99.814,2014-02-04 10:20:00,0,234,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840BE9F1A2FDD2418C0
VMS_74067_20140204102900_m6p036_99p814,74067,74067,-6.036,99.814,2014-02-04 10:29:00,0,220,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840BE9F1A2FDD2418C0
VMS_74067_20140204103600_m6p036_99p814,74067,74067,-6.036,99.814,2014-02-04 10:36:00,0,336,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840BE9F1A2FDD2418C0
VMS_74067_20140204104600_m6p036_99p814,74067,74067,-6.036,99.814,2014-02-04 10:46:00,0,165,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840BE9F1A2FDD2418C0
VMS_74067_20140204110000_m6p036_99p814,74067,74067,-6.036,99.814,2014-02-04 11:00:00,20,344,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840BE9F1A2FDD2418C0
VMS_74067_20140204120000_m6p036_99p814,74067,74067,-6.036,99.814,2014-02-04 12:00:00,0,176,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840BE9F1A2FDD2418C0
VMS_74067_20140204121400_m6p036_99p814,74067,74067,-6.036,99.814,2014-02-04 12:14:00,0,354,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840BE9F1A2FDD2418C0
VMS_74067_20140204122400_m6p036_99p813,74067,74067,-6.036,99.813,2014-02-04 12:24:00,10,288,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000079E9263108F45840BE9F1A2FDD2418C0
VMS_74067_20140204130000_m6p036_99p813,74067,74067,-6.036,99.813,2014-02-04 13:00:00,0,9,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000079E9263108F45840BE9F1A2FDD2418C0
VMS_74067_20140204131100_m6p036_99p813,74067,74067,-6.036,99.813,2014-02-04 13:11:00,0,3,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000079E9263108F45840BE9F1A2FDD2418C0
VMS_74067_20140204135300_m6p037_99p813,74067,74067,-6.037,99.813,2014-02-04 13:53:00,0,179,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000079E9263108F45840D9CEF753E32518C0
VMS_74067_20140204140000_m6p037_99p812,74067,74067,-6.037,99.812,2014-02-04 14:00:00,0,355,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000008716D9CEF7F35840D9CEF753E32518C0
VMS_74067_20140204141400_m6p037_99p812,74067,74067,-6.037,99.812,2014-02-04 14:14:00,0,159,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000008716D9CEF7F35840D9CEF753E32518C0
VMS_74067_20140204142300_m6p037_99p812,74067,74067,-6.037,99.812,2014-02-04 14:23:00,0,163,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000008716D9CEF7F35840D9CEF753E32518C0
VMS_74067_20140204145600_m6p038_99p813,74067,74067,-6.038,99.813,2014-02-04 14:56:00,0,90,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000079E9263108F45840F4FDD478E92618C0
VMS_74067_20140204150000_m6p039_99p814,74067,74067,-6.039,99.814,2014-02-04 15:00:00,0,166,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F458400E2DB29DEF2718C0
VMS_74067_20140204153600_m6p042_99p813,74067,74067,-6.042,99.813,2014-02-04 15:36:00,0,226,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000079E9263108F458405EBA490C022B18C0
VMS_74067_20140204154300_m6p042_99p812,74067,74067,-6.042,99.812,2014-02-04 15:43:00,0,220,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000008716D9CEF7F358405EBA490C022B18C0
VMS_74067_20140204155200_m6p042_99p812,74067,74067,-6.042,99.812,2014-02-04 15:52:00,0,217,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000008716D9CEF7F358405EBA490C022B18C0
VMS_74067_20140204160000_m6p043_99p812,74067,74067,-6.043,99.812,2014-02-04 16:00:00,0,223,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000008716D9CEF7F3584079E92631082C18C0
VMS_74067_20140204170000_m6p044_99p811,74067,74067,-6.044,99.811,2014-02-04 17:00:00,0,190,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000096438B6CE7F35840931804560E2D18C0
VMS_74067_20140204180000_m6p046_99p81,74067,74067,-6.046,99.81,2014-02-04 18:00:00,0,206,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E6100000A4703D0AD7F35840C976BE9F1A2F18C0
VMS_74067_20140204180800_m6p046_99p81,74067,74067,-6.046,99.81,2014-02-04 18:08:00,0,342,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E6100000A4703D0AD7F35840C976BE9F1A2F18C0
VMS_74067_20140204181500_m6p046_99p81,74067,74067,-6.046,99.81,2014-02-04 18:15:00,0,37,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E6100000A4703D0AD7F35840C976BE9F1A2F18C0
PRD_74067_20140204183913_m6p04654_99p80946,74067,74067,-6.04654,99.80946,2014-02-04 18:39:13,1,224,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,Null,Null,Null,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E6100000E4DA5031CEF35840C8D2872EA82F18C0
VMS_74067_20140204190000_m6p047_99p809,74067,74067,-6.047,99.809,2014-02-04 19:00:00,0,184,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E6100000B29DEFA7C6F35840E3A59BC4203018C0
VMS_74067_20140204194800_m6p048_99p808,74067,74067,-6.048,99.808,2014-02-04 19:48:00,0,227,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E6100000C1CAA145B6F35840FED478E9263118C0
VMS_74067_20140204195700_m6p049_99p808,74067,74067,-6.049,99.808,2014-02-04 19:57:00,0,229,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E6100000C1CAA145B6F358401904560E2D3218C0
VMS_74067_20140204200000_m6p049_99p808,74067,74067,-6.049,99.808,2014-02-04 20:00:00,0,226,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E6100000C1CAA145B6F358401904560E2D3218C0
VMS_74067_20140204210000_m6p05_99p806,74067,74067,-6.05,99.806,2014-02-04 21:00:00,0,93,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E6100000DD24068195F3584033333333333318C0
VMS_74067_20140204212700_m6p049_99p805,74067,74067,-6.049,99.805,2014-02-04 21:27:00,0,53,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E6100000EC51B81E85F358401904560E2D3218C0
VMS_74067_20140204214100_m6p048_99p805,74067,74067,-6.048,99.805,2014-02-04 21:41:00,0,330,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E6100000EC51B81E85F35840FED478E9263118C0
VMS_74067_20140204220000_m6p049_99p805,74067,74067,-6.049,99.805,2014-02-04 22:00:00,0,224,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E6100000EC51B81E85F358401904560E2D3218C0
