id_Key,TRANSMITTER_NO,VESSEL_NAME,LATITUDE,LONGITUDE,REPORTDATE,SPEED,HEADING,GROSS_TONNAGE,LENGTH,WIDTH,REGISTERED_GEAR_TYPE,BEGIN_DATE,END_DATE,REGISTERED_FISHING_REGION
VMS_4949257_20141105062100_m6p2567_103p7656,4949257,4949257,-6.2567,103.7656,20141105062100,59,280,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105062300_m6p2567_103p7617,4949257,4949257,-6.2567,103.7617,20141105062300,59,255,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105062300_m6p2567_103p7614,4949257,4949257,-6.2567,103.7614,20141105062300,59,290,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105062900_m6p2564_103p7519,4949257,4949257,-6.2564,103.7519,20141105062900,65,255,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105063200_m6p2561_103p7467,4949257,4949257,-6.2561,103.7467,20141105063200,59,255,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105063300_m6p2561_103p7464,4949257,4949257,-6.2561,103.7464,20141105063300,59,290,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105063400_m6p2561_103p7464,4949257,4949257,-6.2561,103.7464,20141105063400,59,255,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105063400_m6p2561_103p7461,4949257,4949257,-6.2561,103.7461,20141105063400,54,280,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105063500_m6p2561_103p7436,4949257,4949257,-6.2561,103.7436,20141105063500,59,270,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105063600_m6p2561_103p7436,4949257,4949257,-6.2561,103.7436,20141105063600,59,270,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105064300_m6p2558_103p73,4949257,4949257,-6.2558,103.73,20141105064300,54,280,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105064800_m6p2556_103p7208,4949257,4949257,-6.2556,103.7208,20141105064800,59,260,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105064900_m6p2556_103p7206,4949257,4949257,-6.2556,103.7206,20141105064900,54,265,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105065200_m6p2556_103p7147,4949257,4949257,-6.2556,103.7147,20141105065200,65,290,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105065300_m6p2556_103p7147,4949257,4949257,-6.2556,103.7147,20141105065300,54,275,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105071700_m6p2558_103p675,4949257,4949257,-6.2558,103.675,20141105071700,54,255,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105071700_m6p2558_103p6747,4949257,4949257,-6.2558,103.6747,20141105071700,54,265,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105071800_m6p2558_103p6731,4949257,4949257,-6.2558,103.6731,20141105071800,65,280,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105073500_m6p2561_103p6461,4949257,4949257,-6.2561,103.6461,20141105073500,59,260,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105073500_m6p2561_103p6458,4949257,4949257,-6.2561,103.6458,20141105073500,59,285,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105074300_m6p2564_103p6339,4949257,4949257,-6.2564,103.6339,20141105074300,59,260,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105075200_m6p2564_103p6181,4949257,4949257,-6.2564,103.6181,20141105075200,65,250,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105075600_m6p2567_103p6117,4949257,4949257,-6.2567,103.6117,20141105075600,59,255,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105075700_m6p2567_103p6114,4949257,4949257,-6.2567,103.6114,20141105075700,59,285,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105080500_m6p2567_103p5981,4949257,4949257,-6.2567,103.5981,20141105080500,59,255,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105080500_m6p2567_103p5978,4949257,4949257,-6.2567,103.5978,20141105080500,54,280,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105081900_m6p2564_103p5756,4949257,4949257,-6.2564,103.5756,20141105081900,54,265,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105081900_m6p2564_103p5753,4949257,4949257,-6.2564,103.5753,20141105081900,59,280,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105082900_m6p2564_103p56,4949257,4949257,-6.2564,103.56,20141105082900,59,255,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105082900_m6p2564_103p5597,4949257,4949257,-6.2564,103.5597,20141105082900,59,275,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105084200_m6p2561_103p5403,4949257,4949257,-6.2561,103.5403,20141105084200,59,260,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105084200_m6p2564_103p54,4949257,4949257,-6.2564,103.54,20141105084200,54,270,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105084300_m6p2564_103p5381,4949257,4949257,-6.2564,103.5381,20141105084300,59,275,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105084600_m6p2564_103p5325,4949257,4949257,-6.2564,103.5325,20141105084600,54,265,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105084700_m6p2564_103p5317,4949257,4949257,-6.2564,103.5317,20141105084700,54,255,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105084700_m6p2564_103p5319,4949257,4949257,-6.2564,103.5319,20141105084700,54,270,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105084800_m6p2564_103p5317,4949257,4949257,-6.2564,103.5317,20141105084800,59,270,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105085000_m6p2561_103p5269,4949257,4949257,-6.2561,103.5269,20141105085000,59,245,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105085000_m6p2561_103p5267,4949257,4949257,-6.2561,103.5267,20141105085000,49,290,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105085700_m6p2564_103p5156,4949257,4949257,-6.2564,103.5156,20141105085700,59,255,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105085700_m6p2564_103p5153,4949257,4949257,-6.2564,103.5153,20141105085700,54,275,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105092000_m6p2569_103p4794,4949257,4949257,-6.2569,103.4794,20141105092000,59,255,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105092100_m6p2569_103p4792,4949257,4949257,-6.2569,103.4792,20141105092100,59,275,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105094300_m6p2578_103p4433,4949257,4949257,-6.2578,103.4433,20141105094300,54,270,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105094900_m6p2583_103p4328,4949257,4949257,-6.2583,103.4328,20141105094900,59,255,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105095000_m6p2583_103p4325,4949257,4949257,-6.2583,103.4325,20141105095000,54,275,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105102400_m6p2608_103p3775,4949257,4949257,-6.2608,103.3775,20141105102400,59,245,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105104300_m6p2619_103p3489,4949257,4949257,-6.2619,103.3489,20141105104300,54,270,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105110100_m6p2631_103p3203,4949257,4949257,-6.2631,103.3203,20141105110100,59,265,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105110200_m6p2631_103p32,4949257,4949257,-6.2631,103.32,20141105110200,59,270,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141105110200_m6p2631_103p3194,4949257,4949257,-6.2631,103.3194,20141105110200,59,280,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141108115000_m6p3975_96p5247,4949257,4949257,-6.3975,96.5247,20141108115000,70,260,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110013700_m6p9922_92p1564,4949257,4949257,-6.9922,92.1564,20141110013700,70,265,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110013800_m6p9922_92p1558,4949257,4949257,-6.9922,92.1558,20141110013800,70,280,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110013900_m6p9922_92p1556,4949257,4949257,-6.9922,92.1556,20141110013900,70,265,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110014600_m6p9925_92p1406,4949257,4949257,-6.9925,92.1406,20141110014600,65,250,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110014600_m6p9928_92p1403,4949257,4949257,-6.9928,92.1403,20141110014600,65,270,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110014700_m6p9928_92p1389,4949257,4949257,-6.9928,92.1389,20141110014700,70,255,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110014800_m6p9928_92p1389,4949257,4949257,-6.9928,92.1389,20141110014800,70,255,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110015000_m6p9933_92p1322,4949257,4949257,-6.9933,92.1322,20141110015000,70,285,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110015100_m6p9933_92p1319,4949257,4949257,-6.9933,92.1319,20141110015100,65,270,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110015100_m6p9933_92p1306,4949257,4949257,-6.9933,92.1306,20141110015100,70,260,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110015100_m6p9933_92p1303,4949257,4949257,-6.9933,92.1303,20141110015100,65,265,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110022200_m6p9906_92p0836,4949257,4949257,-6.9906,92.0836,20141110022200,11,295,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110022300_m6p9903_92p0833,4949257,4949257,-6.9903,92.0833,20141110022300,11,315,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110022400_m6p9903_92p0833,4949257,4949257,-6.9903,92.0833,20141110022400,32,325,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110022500_m6p9903_92p0833,4949257,4949257,-6.9903,92.0833,20141110022500,5,310,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110022900_m6p9892_92p0819,4949257,4949257,-6.9892,92.0819,20141110022900,11,315,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110023400_m6p9881_92p0808,4949257,4949257,-6.9881,92.0808,20141110023400,11,305,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110033300_m6p9764_92p0689,4949257,4949257,-6.9764,92.0689,20141110033300,16,315,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110033300_m6p9761_92p0686,4949257,4949257,-6.9761,92.0686,20141110033300,16,320,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110033400_m6p9761_92p0686,4949257,4949257,-6.9761,92.0686,20141110033400,11,335,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110034500_m6p9736_92p0661,4949257,4949257,-6.9736,92.0661,20141110034500,11,310,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110034500_m6p9736_92p0658,4949257,4949257,-6.9736,92.0658,20141110034500,16,310,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110035000_m6p9725_92p0647,4949257,4949257,-6.9725,92.0647,20141110035000,16,315,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110042000_m6p9656_92p0569,4949257,4949257,-6.9656,92.0569,20141110042000,16,320,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110042100_m6p9656_92p0567,4949257,4949257,-6.9656,92.0567,20141110042100,16,315,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110042800_m6p9636_92p055,4949257,4949257,-6.9636,92.055,20141110042800,16,315,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110043500_m6p9622_92p0536,4949257,4949257,-6.9622,92.0536,20141110043500,16,320,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110045500_m6p9569_92p0481,4949257,4949257,-6.9569,92.0481,20141110045500,11,315,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110045600_m6p9569_92p0481,4949257,4949257,-6.9569,92.0481,20141110045600,16,310,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110045800_m6p9564_92p0472,4949257,4949257,-6.9564,92.0472,20141110045800,27,315,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110045900_m6p9564_92p0472,4949257,4949257,-6.9564,92.0472,20141110045900,11,310,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110053400_m6p9492_92p0383,4949257,4949257,-6.9492,92.0383,20141110053400,11,305,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110053500_m6p9492_92p0381,4949257,4949257,-6.9492,92.0381,20141110053500,5,355,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110053600_m6p9492_92p0381,4949257,4949257,-6.9492,92.0381,20141110053600,5,330,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110055300_m6p9461_92p0342,4949257,4949257,-6.9461,92.0342,20141110055300,11,310,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110055400_m6p9461_92p0342,4949257,4949257,-6.9461,92.0342,20141110055400,11,315,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110063400_m6p9394_92p0261,4949257,4949257,-6.9394,92.0261,20141110063400,11,295,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110071600_m6p9342_92p0147,4949257,4949257,-6.9342,92.0147,20141110071600,16,305,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110071800_m6p9336_92p0142,4949257,4949257,-6.9336,92.0142,20141110071800,5,315,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110072100_m6p9331_92p0133,4949257,4949257,-6.9331,92.0133,20141110072100,11,310,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110072200_m6p9331_92p0131,4949257,4949257,-6.9331,92.0131,20141110072200,11,310,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110072400_m6p9325_92p0125,4949257,4949257,-6.9325,92.0125,20141110072400,16,305,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110072500_m6p9325_92p0125,4949257,4949257,-6.9325,92.0125,20141110072500,16,315,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110073500_m6p9308_92p01,4949257,4949257,-6.9308,92.01,20141110073500,5,310,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110073600_m6p9306_92p01,4949257,4949257,-6.9306,92.01,20141110073600,11,305,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110073700_m6p9306_92p01,4949257,4949257,-6.9306,92.01,20141110073700,11,265,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110073800_m6p9306_92p01,4949257,4949257,-6.9306,92.01,20141110073800,11,345,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110073900_m6p9306_92p01,4949257,4949257,-6.9306,92.01,20141110073900,11,250,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110074000_m6p9306_92p01,4949257,4949257,-6.9306,92.01,20141110074000,11,335,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110081300_m6p9233_92p0031,4949257,4949257,-6.9233,92.0031,20141110081300,11,325,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110082300_m6p9211_92p0019,4949257,4949257,-6.9211,92.0019,20141110082300,5,325,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110082400_m6p9208_92p0019,4949257,4949257,-6.9208,92.0019,20141110082400,5,330,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110083600_m6p9183_92p0003,4949257,4949257,-6.9183,92.0003,20141110083600,16,330,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110083700_m6p9183_92p0003,4949257,4949257,-6.9183,92.0003,20141110083700,11,325,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110084400_m6p9167_91p9994,4949257,4949257,-6.9167,91.9994,20141110084400,11,340,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110084600_m6p9161_91p9994,4949257,4949257,-6.9161,91.9994,20141110084600,11,350,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110084800_m6p9156_91p9992,4949257,4949257,-6.9156,91.9992,20141110084800,16,345,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110092900_m6p93_91p975,4949257,4949257,-6.93,91.975,20141110092900,65,230,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110093400_m6p9347_91p9689,4949257,4949257,-6.9347,91.9689,20141110093400,59,220,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110093400_m6p935_91p9686,4949257,4949257,-6.935,91.9686,20141110093400,59,240,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110093500_m6p9353_91p9683,4949257,4949257,-6.9353,91.9683,20141110093500,59,230,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110093600_m6p9358_91p9675,4949257,4949257,-6.9358,91.9675,20141110093600,59,235,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110093700_m6p9358_91p9675,4949257,4949257,-6.9358,91.9675,20141110093700,59,235,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110093800_m6p9358_91p9675,4949257,4949257,-6.9358,91.9675,20141110093800,59,230,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110093900_m6p9358_91p9675,4949257,4949257,-6.9358,91.9675,20141110093900,59,225,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110094000_m6p9386_91p9639,4949257,4949257,-6.9386,91.9639,20141110094000,59,230,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110094000_m6p9389_91p9636,4949257,4949257,-6.9389,91.9636,20141110094000,59,245,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110094100_m6p9389_91p9636,4949257,4949257,-6.9389,91.9636,20141110094100,59,245,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110094200_m6p9406_91p9614,4949257,4949257,-6.9406,91.9614,20141110094200,65,240,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110094300_m6p9408_91p9611,4949257,4949257,-6.9408,91.9611,20141110094300,65,240,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110094400_m6p9422_91p9575,4949257,4949257,-6.9422,91.9575,20141110094400,65,230,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110094500_m6p9431_91p9564,4949257,4949257,-6.9431,91.9564,20141110094500,65,225,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110094600_m6p9447_91p9528,4949257,4949257,-6.9447,91.9528,20141110094600,65,240,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110094600_m6p945_91p9525,4949257,4949257,-6.945,91.9525,20141110094600,70,245,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110095500_m6p9539_91p9358,4949257,4949257,-6.9539,91.9358,20141110095500,65,235,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110095600_m6p9542_91p9356,4949257,4949257,-6.9542,91.9356,20141110095600,65,245,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110095700_m6p9547_91p9342,4949257,4949257,-6.9547,91.9342,20141110095700,65,230,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110095700_m6p9553_91p9333,4949257,4949257,-6.9553,91.9333,20141110095700,65,250,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110095800_m6p9556_91p9325,4949257,4949257,-6.9556,91.9325,20141110095800,59,250,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110095900_m6p9556_91p9325,4949257,4949257,-6.9556,91.9325,20141110095900,59,240,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110100000_m6p9578_91p9283,4949257,4949257,-6.9578,91.9283,20141110100000,59,245,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110100000_m6p9581_91p9281,4949257,4949257,-6.9581,91.9281,20141110100000,65,240,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110100100_m6p9583_91p9275,4949257,4949257,-6.9583,91.9275,20141110100100,65,245,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110100200_m6p9589_91p9264,4949257,4949257,-6.9589,91.9264,20141110100200,70,240,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110100200_m6p9589_91p9261,4949257,4949257,-6.9589,91.9261,20141110100200,59,245,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110100300_m6p9589_91p9261,4949257,4949257,-6.9589,91.9261,20141110100300,59,230,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110100400_m6p9594_91p9253,4949257,4949257,-6.9594,91.9253,20141110100400,65,250,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110100500_m6p9594_91p9253,4949257,4949257,-6.9594,91.9253,20141110100500,59,245,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110100600_m6p96_91p9244,4949257,4949257,-6.96,91.9244,20141110100600,59,230,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110101000_m6p9664_91p9119,4949257,4949257,-6.9664,91.9119,20141110101000,65,235,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110101100_m6p9667_91p9117,4949257,4949257,-6.9667,91.9117,20141110101100,65,250,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110103400_m6p9853_91p8744,4949257,4949257,-6.9853,91.8744,20141110103400,59,240,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110103400_m6p9856_91p8742,4949257,4949257,-6.9856,91.8742,20141110103400,65,245,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110103500_m6p9856_91p8742,4949257,4949257,-6.9856,91.8742,20141110103500,65,235,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110103900_m6p9897_91p8661,4949257,4949257,-6.9897,91.8661,20141110103900,65,245,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110104800_m6p9964_91p8517,4949257,4949257,-6.9964,91.8517,20141110104800,65,250,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110104800_m6p9964_91p8519,4949257,4949257,-6.9964,91.8519,20141110104800,59,240,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110104900_m6p9967_91p8514,4949257,4949257,-6.9967,91.8514,20141110104900,65,240,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
VMS_4949257_20141110105000_m6p9978_91p8494,4949257,4949257,-6.9978,91.8494,20141110105000,70,230,193,30.82,6.8,Rawai Tuna,2016-03-04,2017-03-03,572. 573
